index,variable,value,Selected
1483,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1484,Greater risk of being accused of sexual harassment,Not selected,False
1486,Greater risk of being accused of sexual harassment,Not selected,False
1489,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1493,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1494,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1495,Greater risk of being accused of sexual harassment,Not selected,False
1496,Greater risk of being accused of sexual harassment,Not selected,False
1498,Greater risk of being accused of sexual harassment,Not selected,False
1500,Greater risk of being accused of sexual harassment,Not selected,False
1501,Greater risk of being accused of sexual harassment,Not selected,False
1502,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1503,Greater risk of being accused of sexual harassment,Not selected,False
1506,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1507,Greater risk of being accused of sexual harassment,Not selected,False
1508,Greater risk of being accused of sexual harassment,Not selected,False
1512,Greater risk of being accused of sexual harassment,Not selected,False
1513,Greater risk of being accused of sexual harassment,Not selected,False
1514,Greater risk of being accused of sexual harassment,Not selected,False
1515,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1516,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1517,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1519,Greater risk of being accused of sexual harassment,Not selected,False
1520,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1521,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1525,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1529,Greater risk of being accused of sexual harassment,Not selected,False
1530,Greater risk of being accused of sexual harassment,Not selected,False
1535,Greater risk of being accused of sexual harassment,Not selected,False
1536,Greater risk of being accused of sexual harassment,Not selected,False
1537,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1539,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1542,Greater risk of being accused of sexual harassment,Not selected,False
1544,Greater risk of being accused of sexual harassment,Not selected,False
1545,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1546,Greater risk of being accused of sexual harassment,Not selected,False
1547,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1552,Greater risk of being accused of sexual harassment,Not selected,False
1553,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1554,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1555,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1556,Greater risk of being accused of sexual harassment,Not selected,False
1557,Greater risk of being accused of sexual harassment,Not selected,False
1558,Greater risk of being accused of sexual harassment,Not selected,False
1559,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1560,Greater risk of being accused of sexual harassment,Not selected,False
1561,Greater risk of being accused of sexual harassment,Not selected,False
1562,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1563,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1564,Greater risk of being accused of sexual harassment,Not selected,False
1566,Greater risk of being accused of sexual harassment,Not selected,False
1567,Greater risk of being accused of sexual harassment,Not selected,False
1568,Greater risk of being accused of sexual harassment,Not selected,False
1569,Greater risk of being accused of sexual harassment,Not selected,False
1570,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1571,Greater risk of being accused of sexual harassment,Not selected,False
1572,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1573,Greater risk of being accused of sexual harassment,Not selected,False
1575,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1577,Greater risk of being accused of sexual harassment,Not selected,False
1578,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1581,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1582,Greater risk of being accused of sexual harassment,Not selected,False
1585,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1586,Greater risk of being accused of sexual harassment,Not selected,False
1587,Greater risk of being accused of sexual harassment,Not selected,False
1589,Greater risk of being accused of sexual harassment,Not selected,False
1592,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1594,Greater risk of being accused of sexual harassment,Not selected,False
1595,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1597,Greater risk of being accused of sexual harassment,Not selected,False
1598,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1599,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1600,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1601,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1602,Greater risk of being accused of sexual harassment,Not selected,False
1603,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1607,Greater risk of being accused of sexual harassment,Not selected,False
1608,Greater risk of being accused of sexual harassment,Not selected,False
1609,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1610,Greater risk of being accused of sexual harassment,Not selected,False
1611,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1612,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1613,Greater risk of being accused of sexual harassment,Not selected,False
2,Greater risk of being accused of being sexist or racist,Not selected,False
4,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
5,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
6,Greater risk of being accused of being sexist or racist,Not selected,False
8,Greater risk of being accused of being sexist or racist,Not selected,False
9,Greater risk of being accused of being sexist or racist,Not selected,False
10,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
13,Greater risk of being accused of being sexist or racist,Not selected,False
16,Greater risk of being accused of being sexist or racist,Not selected,False
17,Greater risk of being accused of being sexist or racist,Not selected,False
18,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
21,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
22,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
23,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
25,Greater risk of being accused of being sexist or racist,Not selected,False
30,Greater risk of being accused of being sexist or racist,Not selected,False
34,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
35,Greater risk of being accused of being sexist or racist,Not selected,False
36,Greater risk of being accused of being sexist or racist,Not selected,False
41,Greater risk of being accused of being sexist or racist,Not selected,False
42,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
44,Greater risk of being accused of being sexist or racist,Not selected,False
46,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
49,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
50,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
54,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
58,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
63,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
64,Greater risk of being accused of being sexist or racist,Not selected,False
65,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
66,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
70,Greater risk of being accused of being sexist or racist,Not selected,False
72,Greater risk of being accused of being sexist or racist,Not selected,False
76,Greater risk of being accused of being sexist or racist,Not selected,False
77,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
78,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
79,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
80,Greater risk of being accused of being sexist or racist,Not selected,False
84,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
87,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
92,Greater risk of being accused of being sexist or racist,Not selected,False
93,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
95,Greater risk of being accused of being sexist or racist,Not selected,False
96,Greater risk of being accused of being sexist or racist,Not selected,False
100,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
103,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
105,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
108,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
109,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
111,Greater risk of being accused of being sexist or racist,Not selected,False
112,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
113,Greater risk of being accused of being sexist or racist,Not selected,False
114,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
116,Greater risk of being accused of being sexist or racist,Not selected,False
117,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
119,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
123,Greater risk of being accused of being sexist or racist,Not selected,False
126,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
127,Greater risk of being accused of being sexist or racist,Not selected,False
129,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
130,Greater risk of being accused of being sexist or racist,Not selected,False
132,Greater risk of being accused of being sexist or racist,Not selected,False
135,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
138,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
140,Greater risk of being accused of being sexist or racist,Not selected,False
142,Greater risk of being accused of being sexist or racist,Not selected,False
143,Greater risk of being accused of being sexist or racist,Not selected,False
145,Greater risk of being accused of being sexist or racist,Not selected,False
148,Greater risk of being accused of being sexist or racist,Not selected,False
149,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
150,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
151,Greater risk of being accused of being sexist or racist,Not selected,False
152,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
153,Greater risk of being accused of being sexist or racist,Not selected,False
154,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
155,Greater risk of being accused of being sexist or racist,Not selected,False
157,Greater risk of being accused of being sexist or racist,Not selected,False
158,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
159,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
160,Greater risk of being accused of being sexist or racist,Not selected,False
161,Greater risk of being accused of being sexist or racist,Not selected,False
163,Greater risk of being accused of being sexist or racist,Not selected,False
164,Greater risk of being accused of being sexist or racist,Not selected,False
166,Greater risk of being accused of being sexist or racist,Not selected,False
168,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
171,Greater risk of being accused of being sexist or racist,Not selected,False
174,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
176,Greater risk of being accused of being sexist or racist,Not selected,False
177,Greater risk of being accused of being sexist or racist,Not selected,False
178,Greater risk of being accused of being sexist or racist,Not selected,False
179,Greater risk of being accused of being sexist or racist,Not selected,False
180,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
181,Greater risk of being accused of being sexist or racist,Not selected,False
182,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
183,Greater risk of being accused of being sexist or racist,Not selected,False
184,Greater risk of being accused of being sexist or racist,Not selected,False
186,Greater risk of being accused of being sexist or racist,Not selected,False
187,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
192,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
193,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
197,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
198,Greater risk of being accused of being sexist or racist,Not selected,False
200,Greater risk of being accused of being sexist or racist,Not selected,False
203,Greater risk of being accused of being sexist or racist,Not selected,False
204,Greater risk of being accused of being sexist or racist,Not selected,False
206,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
207,Greater risk of being accused of being sexist or racist,Not selected,False
208,Greater risk of being accused of being sexist or racist,Not selected,False
212,Greater risk of being accused of being sexist or racist,Not selected,False
213,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
214,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
217,Greater risk of being accused of being sexist or racist,Not selected,False
219,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
220,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
221,Greater risk of being accused of being sexist or racist,Not selected,False
222,Greater risk of being accused of being sexist or racist,Not selected,False
225,Greater risk of being accused of being sexist or racist,Not selected,False
226,Greater risk of being accused of being sexist or racist,Not selected,False
227,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
228,Greater risk of being accused of being sexist or racist,Not selected,False
229,Greater risk of being accused of being sexist or racist,Not selected,False
231,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
233,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
234,Greater risk of being accused of being sexist or racist,Not selected,False
236,Greater risk of being accused of being sexist or racist,Not selected,False
237,Greater risk of being accused of being sexist or racist,Not selected,False
238,Greater risk of being accused of being sexist or racist,Not selected,False
240,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
241,Greater risk of being accused of being sexist or racist,Not selected,False
243,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
244,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
247,Greater risk of being accused of being sexist or racist,Not selected,False
251,Greater risk of being accused of being sexist or racist,Not selected,False
252,Greater risk of being accused of being sexist or racist,Not selected,False
253,Greater risk of being accused of being sexist or racist,Not selected,False
254,Greater risk of being accused of being sexist or racist,Not selected,False
257,Greater risk of being accused of being sexist or racist,Not selected,False
258,Greater risk of being accused of being sexist or racist,Not selected,False
261,Greater risk of being accused of being sexist or racist,Not selected,False
263,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
264,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
265,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
266,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
268,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
271,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
272,Greater risk of being accused of being sexist or racist,Not selected,False
273,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
274,Greater risk of being accused of being sexist or racist,Not selected,False
276,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
279,Greater risk of being accused of being sexist or racist,Not selected,False
280,Greater risk of being accused of being sexist or racist,Not selected,False
282,Greater risk of being accused of being sexist or racist,Not selected,False
283,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
284,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
287,Greater risk of being accused of being sexist or racist,Not selected,False
288,Greater risk of being accused of being sexist or racist,Not selected,False
289,Greater risk of being accused of being sexist or racist,Not selected,False
291,Greater risk of being accused of being sexist or racist,Not selected,False
292,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
293,Greater risk of being accused of being sexist or racist,Not selected,False
294,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
295,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
298,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
301,Greater risk of being accused of being sexist or racist,Not selected,False
302,Greater risk of being accused of being sexist or racist,Not selected,False
305,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
306,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
307,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
308,Greater risk of being accused of being sexist or racist,Not selected,False
311,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
316,Greater risk of being accused of being sexist or racist,Not selected,False
319,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
320,Greater risk of being accused of being sexist or racist,Not selected,False
323,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
324,Greater risk of being accused of being sexist or racist,Not selected,False
325,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
331,Greater risk of being accused of being sexist or racist,Not selected,False
336,Greater risk of being accused of being sexist or racist,Not selected,False
338,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
340,Greater risk of being accused of being sexist or racist,Not selected,False
342,Greater risk of being accused of being sexist or racist,Not selected,False
345,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
346,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
348,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
349,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
352,Greater risk of being accused of being sexist or racist,Not selected,False
356,Greater risk of being accused of being sexist or racist,Not selected,False
357,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
358,Greater risk of being accused of being sexist or racist,Not selected,False
361,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
362,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
363,Greater risk of being accused of being sexist or racist,Not selected,False
364,Greater risk of being accused of being sexist or racist,Not selected,False
366,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
367,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
368,Greater risk of being accused of being sexist or racist,Not selected,False
370,Greater risk of being accused of being sexist or racist,Not selected,False
372,Greater risk of being accused of being sexist or racist,Not selected,False
376,Greater risk of being accused of being sexist or racist,Not selected,False
377,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
380,Greater risk of being accused of being sexist or racist,Not selected,False
385,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
388,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
389,Greater risk of being accused of being sexist or racist,Not selected,False
390,Greater risk of being accused of being sexist or racist,Not selected,False
391,Greater risk of being accused of being sexist or racist,Not selected,False
393,Greater risk of being accused of being sexist or racist,Not selected,False
394,Greater risk of being accused of being sexist or racist,Not selected,False
395,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
399,Greater risk of being accused of being sexist or racist,Not selected,False
401,Greater risk of being accused of being sexist or racist,Not selected,False
404,Greater risk of being accused of being sexist or racist,Not selected,False
405,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
406,Greater risk of being accused of being sexist or racist,Not selected,False
408,Greater risk of being accused of being sexist or racist,Not selected,False
413,Greater risk of being accused of being sexist or racist,Not selected,False
414,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
415,Greater risk of being accused of being sexist or racist,Not selected,False
421,Greater risk of being accused of being sexist or racist,Not selected,False
422,Greater risk of being accused of being sexist or racist,Not selected,False
425,Greater risk of being accused of being sexist or racist,Not selected,False
429,Greater risk of being accused of being sexist or racist,Not selected,False
431,Greater risk of being accused of being sexist or racist,Not selected,False
432,Greater risk of being accused of being sexist or racist,Not selected,False
436,Greater risk of being accused of being sexist or racist,Not selected,False
440,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
441,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
444,Greater risk of being accused of being sexist or racist,Not selected,False
445,Greater risk of being accused of being sexist or racist,Not selected,False
447,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
448,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
449,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
451,Greater risk of being accused of being sexist or racist,Not selected,False
452,Greater risk of being accused of being sexist or racist,Not selected,False
453,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
459,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
461,Greater risk of being accused of being sexist or racist,Not selected,False
462,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
464,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
465,Greater risk of being accused of being sexist or racist,Not selected,False
466,Greater risk of being accused of being sexist or racist,Not selected,False
470,Greater risk of being accused of being sexist or racist,Not selected,False
472,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
473,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
475,Greater risk of being accused of being sexist or racist,Not selected,False
479,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
480,Greater risk of being accused of being sexist or racist,Not selected,False
481,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
482,Greater risk of being accused of being sexist or racist,Not selected,False
486,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
488,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
489,Greater risk of being accused of being sexist or racist,Not selected,False
493,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
494,Greater risk of being accused of being sexist or racist,Not selected,False
497,Greater risk of being accused of being sexist or racist,Not selected,False
499,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
500,Greater risk of being accused of being sexist or racist,Not selected,False
501,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
502,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
505,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
511,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
515,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
516,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
517,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
519,Greater risk of being accused of being sexist or racist,Not selected,False
521,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
524,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
526,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
530,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
531,Greater risk of being accused of being sexist or racist,Not selected,False
532,Greater risk of being accused of being sexist or racist,Not selected,False
533,Greater risk of being accused of being sexist or racist,Not selected,False
534,Greater risk of being accused of being sexist or racist,Not selected,False
537,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
538,Greater risk of being accused of being sexist or racist,Not selected,False
542,Greater risk of being accused of being sexist or racist,Not selected,False
545,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
548,Greater risk of being accused of being sexist or racist,Not selected,False
550,Greater risk of being accused of being sexist or racist,Not selected,False
551,Greater risk of being accused of being sexist or racist,Not selected,False
555,Greater risk of being accused of being sexist or racist,Not selected,False
557,Greater risk of being accused of being sexist or racist,Not selected,False
562,Greater risk of being accused of being sexist or racist,Not selected,False
563,Greater risk of being accused of being sexist or racist,Not selected,False
564,Greater risk of being accused of being sexist or racist,Not selected,False
565,Greater risk of being accused of being sexist or racist,Not selected,False
566,Greater risk of being accused of being sexist or racist,Not selected,False
568,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
571,Greater risk of being accused of being sexist or racist,Not selected,False
572,Greater risk of being accused of being sexist or racist,Not selected,False
573,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
574,Greater risk of being accused of being sexist or racist,Not selected,False
575,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
576,Greater risk of being accused of being sexist or racist,Not selected,False
583,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
585,Greater risk of being accused of being sexist or racist,Not selected,False
586,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
587,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
592,Greater risk of being accused of being sexist or racist,Not selected,False
598,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
600,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
601,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
603,Greater risk of being accused of being sexist or racist,Not selected,False
605,Greater risk of being accused of being sexist or racist,Not selected,False
613,Greater risk of being accused of being sexist or racist,Not selected,False
614,Greater risk of being accused of being sexist or racist,Not selected,False
616,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
619,Greater risk of being accused of being sexist or racist,Not selected,False
624,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
632,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
633,Greater risk of being accused of being sexist or racist,Not selected,False
634,Greater risk of being accused of being sexist or racist,Not selected,False
637,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
638,Greater risk of being accused of being sexist or racist,Not selected,False
643,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
644,Greater risk of being accused of being sexist or racist,Not selected,False
646,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
647,Greater risk of being accused of being sexist or racist,Not selected,False
649,Greater risk of being accused of being sexist or racist,Not selected,False
651,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
653,Greater risk of being accused of being sexist or racist,Not selected,False
657,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
658,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
661,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
662,Greater risk of being accused of being sexist or racist,Not selected,False
663,Greater risk of being accused of being sexist or racist,Not selected,False
666,Greater risk of being accused of being sexist or racist,Not selected,False
667,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
670,Greater risk of being accused of being sexist or racist,Not selected,False
674,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
675,Greater risk of being accused of being sexist or racist,Not selected,False
676,Greater risk of being accused of being sexist or racist,Not selected,False
677,Greater risk of being accused of being sexist or racist,Not selected,False
678,Greater risk of being accused of being sexist or racist,Not selected,False
679,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
680,Greater risk of being accused of being sexist or racist,Not selected,False
682,Greater risk of being accused of being sexist or racist,Not selected,False
683,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
684,Greater risk of being accused of being sexist or racist,Not selected,False
686,Greater risk of being accused of being sexist or racist,Not selected,False
691,Greater risk of being accused of being sexist or racist,Greater risk of being accused of being sexist or racist,True
693,Greater risk of being accused of being sexist or racist,Not selected,False
698,Greater risk of being accused of being sexist or racist,Not selected,False
